index,Unnamed: 0,id,carpark_id,max_carpark_full,current_carpark_full_total,calculated
1,1,2023-06-09T08:00:00-61,61,313,48,2023-06-09 08:00:00
8,8,2023-02-23T07:00:00-61,61,313,66,2023-02-23 07:00:00
37,37,2023-02-09T23:00:00-51,51,87,0,2023-02-09 23:00:00
40,40,2023-06-06T05:00:00-71,71,469,74,2023-06-06 05:00:00
55,55,2023-09-09T13:00:00-61,61,313,37,2023-09-09 13:00:00
57,57,2023-04-15T06:00:00-71,71,469,5,2023-04-15 06:00:00
58,58,2023-07-31T09:00:00-61,61,313,115,2023-07-31 09:00:00
62,62,2023-02-28T21:00:00-71,71,469,0,2023-02-28 21:00:00
78,78,2023-10-06T07:00:00-51,51,83,82,2023-10-06 07:00:00
80,80,2023-06-06T10:00:00-61,61,313,152,2023-06-06 10:00:00
90,90,2023-07-21T04:00:00-61,61,313,25,2023-07-21 04:00:00
98,98,2023-04-26T01:00:00-61,61,313,26,2023-04-26 01:00:00
105,105,2023-07-26T07:00:00-61,61,313,106,2023-07-26 07:00:00
115,115,2023-04-18T16:00:00-71,71,469,59,2023-04-18 16:00:00
116,116,2023-08-21T12:00:00-51,51,83,23,2023-08-21 12:00:00
126,126,2023-08-16T07:00:00-61,61,313,36,2023-08-16 07:00:00
132,132,2023-02-22T16:00:00-51,51,87,7,2023-02-22 16:00:00
134,134,2023-04-27T12:00:00-51,51,87,83,2023-04-27 12:00:00
140,140,2023-07-26T04:00:00-71,71,469,13,2023-07-26 04:00:00
141,141,2023-03-08T13:00:00-71,71,469,275,2023-03-08 13:00:00
144,144,2023-04-17T01:00:00-61,61,313,14,2023-04-17 01:00:00
149,149,2023-03-16T17:00:00-61,61,313,58,2023-03-16 17:00:00
163,163,2023-06-26T21:00:00-51,51,83,0,2023-06-26 21:00:00
165,165,2023-09-07T22:00:00-51,51,83,1,2023-09-07 22:00:00
170,170,2023-03-15T11:00:00-71,71,469,322,2023-03-15 11:00:00
175,175,2023-07-12T13:00:00-61,61,313,152,2023-07-12 13:00:00
177,177,2023-04-25T13:00:00-71,71,469,299,2023-04-25 13:00:00
182,182,2023-04-24T19:00:00-61,61,313,0,2023-04-24 19:00:00
186,186,2023-05-16T09:00:00-61,61,313,199,2023-05-16 09:00:00
194,194,2023-07-14T12:00:00-51,51,83,46,2023-07-14 12:00:00
210,210,2023-08-15T18:00:00-71,71,469,7,2023-08-15 18:00:00
213,213,2023-10-06T18:00:00-71,71,469,20,2023-10-06 18:00:00
223,223,2023-05-02T08:00:00-61,61,313,113,2023-05-02 08:00:00
224,224,2023-05-15T11:00:00-51,51,87,79,2023-05-15 11:00:00
230,230,2023-08-20T10:00:00-71,71,469,7,2023-08-20 10:00:00
233,233,2023-05-01T12:00:00-51,51,87,2,2023-05-01 12:00:00
234,234,2023-08-11T13:00:00-71,71,469,27,2023-08-11 13:00:00
245,245,2023-07-15T20:00:00-71,71,469,11,2023-07-15 20:00:00
247,247,2023-09-09T08:00:00-71,71,469,44,2023-09-09 08:00:00
252,252,2023-07-09T20:00:00-61,61,313,16,2023-07-09 20:00:00
261,261,2023-09-30T07:00:00-51,51,83,10,2023-09-30 07:00:00
275,275,2023-06-06T08:00:00-71,71,469,228,2023-06-06 08:00:00
277,277,2023-04-01T19:00:00-71,71,469,17,2023-04-01 19:00:00
283,283,2023-06-15T08:00:00-71,71,469,265,2023-06-15 08:00:00
285,285,2023-05-29T01:00:00-61,61,313,9,2023-05-29 01:00:00
287,287,2023-09-27T09:00:00-61,61,313,189,2023-09-27 09:00:00
288,288,2023-06-26T07:00:00-61,61,313,117,2023-06-26 07:00:00
290,290,2023-06-19T12:00:00-51,51,83,69,2023-06-19 12:00:00
292,292,2023-09-08T17:00:00-51,51,83,10,2023-09-08 17:00:00
296,296,2023-10-02T20:00:00-71,71,469,14,2023-10-02 20:00:00
298,298,2023-04-01T11:00:00-61,61,313,16,2023-04-01 11:00:00
300,300,2023-07-19T08:00:00-61,61,313,191,2023-07-19 08:00:00
301,301,2023-08-25T17:00:00-51,51,83,8,2023-08-25 17:00:00
305,305,2023-03-04T19:00:00-51,51,87,1,2023-03-04 19:00:00
318,318,2023-08-12T18:00:00-61,61,313,1,2023-08-12 18:00:00
335,335,2023-03-05T16:00:00-71,71,469,26,2023-03-05 16:00:00
342,342,2023-07-06T12:00:00-61,61,313,218,2023-07-06 12:00:00
346,346,2023-09-01T18:00:00-71,71,469,12,2023-09-01 18:00:00
365,365,2023-07-31T23:00:00-71,71,469,3,2023-07-31 23:00:00
371,371,2023-03-02T15:00:00-51,51,87,31,2023-03-02 15:00:00
373,373,2023-09-18T10:00:00-51,51,83,75,2023-09-18 10:00:00
386,386,2023-02-07T11:00:00-61,61,313,149,2023-02-07 11:00:00
387,387,2023-06-07T10:00:00-51,51,83,52,2023-06-07 10:00:00
388,388,2023-06-27T11:00:00-61,61,313,219,2023-06-27 11:00:00
409,409,2023-06-11T09:00:00-61,61,313,1,2023-06-11 09:00:00
410,410,2023-04-21T21:00:00-51,51,87,0,2023-04-21 21:00:00
413,413,2023-10-04T09:00:00-71,71,469,325,2023-10-04 09:00:00
414,414,2023-08-27T12:00:00-51,51,83,1,2023-08-27 12:00:00
415,415,2023-09-25T05:00:00-51,51,83,3,2023-09-25 05:00:00
422,422,2023-02-07T00:00:00-61,61,313,34,2023-02-07 00:00:00
424,424,2023-05-19T15:00:00-71,71,469,38,2023-05-19 15:00:00
426,426,2023-07-26T15:00:00-61,61,313,26,2023-07-26 15:00:00
428,428,2023-09-28T14:00:00-61,61,313,140,2023-09-28 14:00:00
430,430,2023-10-08T10:00:00-71,71,469,9,2023-10-08 10:00:00
432,432,2023-05-09T03:00:00-71,71,469,15,2023-05-09 03:00:00
440,440,2023-09-21T03:00:00-71,71,469,10,2023-09-21 03:00:00
449,449,2023-09-01T19:00:00-51,51,83,8,2023-09-01 19:00:00
452,452,2023-08-07T18:00:00-71,71,469,55,2023-08-07 18:00:00
457,457,2023-05-01T02:00:00-71,71,469,15,2023-05-01 02:00:00
461,461,2023-07-03T00:00:00-71,71,469,0,2023-07-03 00:00:00
471,471,2023-02-01T07:00:00-61,61,313,68,2023-02-01 07:00:00
479,479,2023-08-30T06:00:00-61,61,313,29,2023-08-30 06:00:00
482,482,2023-06-29T14:00:00-61,61,313,137,2023-06-29 14:00:00
486,486,2023-09-22T12:00:00-61,61,313,52,2023-09-22 12:00:00
510,510,2023-06-15T23:00:00-61,61,313,30,2023-06-15 23:00:00
515,515,2023-08-08T08:00:00-51,51,83,52,2023-08-08 08:00:00
516,516,2023-05-11T12:00:00-61,61,313,226,2023-05-11 12:00:00
520,520,2023-09-06T09:00:00-61,61,313,61,2023-09-06 09:00:00
525,525,2023-03-31T09:00:00-71,71,469,171,2023-03-31 09:00:00
527,527,2023-05-25T16:00:00-61,61,313,48,2023-05-25 16:00:00
528,528,2023-04-22T10:00:00-71,71,469,126,2023-04-22 10:00:00
529,529,2023-05-30T14:00:00-71,71,469,71,2023-05-30 14:00:00
531,531,2023-08-13T17:00:00-61,61,313,6,2023-08-13 17:00:00
534,534,2023-05-28T13:00:00-51,51,87,1,2023-05-28 13:00:00
539,539,2023-07-15T11:00:00-71,71,469,56,2023-07-15 11:00:00
540,540,2023-06-06T22:00:00-61,61,313,1,2023-06-06 22:00:00
543,543,2023-04-04T02:00:00-61,61,313,23,2023-04-04 02:00:00
544,544,2023-04-15T04:00:00-71,71,469,0,2023-04-15 04:00:00
545,545,2023-09-14T11:00:00-61,61,313,69,2023-09-14 11:00:00
546,546,2023-09-04T23:00:00-51,51,83,4,2023-09-04 23:00:00
548,548,2023-02-26T00:00:00-51,51,87,3,2023-02-26 00:00:00
553,553,2023-02-14T02:00:00-71,71,408,0,2023-02-14 02:00:00
554,554,2023-02-16T15:00:00-61,61,313,73,2023-02-16 15:00:00
558,558,2023-06-09T02:00:00-71,71,469,3,2023-06-09 02:00:00
559,559,2023-10-01T17:00:00-51,51,83,5,2023-10-01 17:00:00
574,574,2023-06-21T22:00:00-51,51,83,0,2023-06-21 22:00:00
575,575,2023-07-05T18:00:00-51,51,83,0,2023-07-05 18:00:00
579,579,2023-08-17T00:00:00-51,51,83,0,2023-08-17 00:00:00
583,583,2023-09-24T19:00:00-71,71,469,12,2023-09-24 19:00:00
588,588,2023-04-23T16:00:00-51,51,87,0,2023-04-23 16:00:00
590,590,2023-04-18T21:00:00-61,61,313,2,2023-04-18 21:00:00
591,591,2023-07-24T21:00:00-51,51,83,0,2023-07-24 21:00:00
597,597,2023-06-01T07:00:00-61,61,313,146,2023-06-01 07:00:00
601,601,2023-04-26T04:00:00-61,61,313,26,2023-04-26 04:00:00
605,605,2023-07-22T02:00:00-51,51,83,0,2023-07-22 02:00:00
621,621,2023-03-16T05:00:00-61,61,313,30,2023-03-16 05:00:00
630,630,2023-07-03T10:00:00-71,71,469,216,2023-07-03 10:00:00
639,639,2023-05-28T18:00:00-71,71,469,12,2023-05-28 18:00:00
640,640,2023-02-01T12:00:00-61,61,313,167,2023-02-01 12:00:00
641,641,2023-06-30T11:00:00-51,51,83,40,2023-06-30 11:00:00
644,644,2023-08-20T09:00:00-71,71,469,7,2023-08-20 09:00:00
653,653,2023-04-17T01:00:00-51,51,87,0,2023-04-17 01:00:00
662,662,2023-09-04T17:00:00-71,71,469,49,2023-09-04 17:00:00
666,666,2023-07-01T21:00:00-51,51,83,1,2023-07-01 21:00:00
678,678,2023-07-29T20:00:00-51,51,83,0,2023-07-29 20:00:00
688,688,2023-07-27T20:00:00-71,71,469,23,2023-07-27 20:00:00
691,691,2023-07-09T01:00:00-71,71,469,18,2023-07-09 01:00:00
707,707,2023-03-06T23:00:00-61,61,313,20,2023-03-06 23:00:00
713,713,2023-08-22T06:00:00-71,71,469,118,2023-08-22 06:00:00
735,735,2023-05-25T08:00:00-61,61,313,174,2023-05-25 08:00:00
736,736,2023-06-12T16:00:00-71,71,469,64,2023-06-12 16:00:00
738,738,2023-05-13T10:00:00-51,51,87,18,2023-05-13 10:00:00
743,743,2023-09-09T14:00:00-51,51,83,8,2023-09-09 14:00:00
747,747,2023-05-04T08:00:00-61,61,313,230,2023-05-04 08:00:00
758,758,2023-04-25T07:00:00-61,61,313,87,2023-04-25 07:00:00
762,762,2023-02-12T01:00:00-51,51,87,0,2023-02-12 01:00:00
763,763,2023-02-25T04:00:00-71,71,469,7,2023-02-25 04:00:00
767,767,2023-10-02T17:00:00-71,71,469,23,2023-10-02 17:00:00
773,773,2023-04-20T10:00:00-51,51,87,78,2023-04-20 10:00:00
775,775,2023-03-12T15:00:00-51,51,87,2,2023-03-12 15:00:00
779,779,2023-07-21T01:00:00-61,61,313,26,2023-07-21 01:00:00
782,782,2023-07-27T05:00:00-51,51,83,1,2023-07-27 05:00:00
785,785,2023-07-24T04:00:00-71,71,469,20,2023-07-24 04:00:00
788,788,2023-05-11T18:00:00-71,71,469,54,2023-05-11 18:00:00
794,794,2023-08-08T23:00:00-61,61,313,19,2023-08-08 23:00:00
798,798,2023-02-14T11:00:00-71,71,408,265,2023-02-14 11:00:00
803,803,2023-09-06T15:00:00-61,61,313,14,2023-09-06 15:00:00
807,807,2023-05-03T21:00:00-51,51,87,4,2023-05-03 21:00:00
808,808,2023-02-18T04:00:00-61,61,313,25,2023-02-18 04:00:00
819,819,2023-06-13T08:00:00-51,51,83,57,2023-06-13 08:00:00
821,821,2023-02-25T05:00:00-61,61,313,19,2023-02-25 05:00:00
831,831,2023-09-01T06:00:00-61,61,313,27,2023-09-01 06:00:00
834,834,2023-05-23T02:00:00-61,61,313,9,2023-05-23 02:00:00
843,843,2023-06-13T10:00:00-71,71,469,286,2023-06-13 10:00:00
845,845,2023-04-10T22:00:00-51,51,87,4,2023-04-10 22:00:00
863,863,2023-09-17T13:00:00-61,61,313,13,2023-09-17 13:00:00
864,864,2023-05-03T09:00:00-71,71,469,295,2023-05-03 09:00:00
865,865,2023-06-25T23:00:00-71,71,469,20,2023-06-25 23:00:00
867,867,2023-08-19T04:00:00-71,71,469,1,2023-08-19 04:00:00
870,870,2023-02-23T01:00:00-61,61,313,38,2023-02-23 01:00:00
874,874,2023-08-15T15:00:00-51,51,83,0,2023-08-15 15:00:00
878,878,2023-02-15T00:00:00-51,51,87,1,2023-02-15 00:00:00
883,883,2023-06-03T10:00:00-71,71,469,95,2023-06-03 10:00:00
886,886,2023-09-04T20:00:00-61,61,313,25,2023-09-04 20:00:00
888,888,2023-02-08T13:00:00-51,51,87,68,2023-02-08 13:00:00
889,889,2023-03-05T18:00:00-61,61,313,29,2023-03-05 18:00:00
894,894,2023-06-23T15:00:00-71,71,469,176,2023-06-23 15:00:00
904,904,2023-07-13T03:00:00-61,61,313,23,2023-07-13 03:00:00
905,905,2023-10-09T14:00:00-61,61,313,158,2023-10-09 14:00:00
908,908,2023-02-17T00:00:00-51,51,87,0,2023-02-17 00:00:00
910,910,2023-10-08T22:00:00-61,61,313,2,2023-10-08 22:00:00
921,921,2023-03-04T07:00:00-61,61,313,34,2023-03-04 07:00:00
924,924,2023-03-05T04:00:00-71,71,469,10,2023-03-05 04:00:00
932,932,2023-07-05T21:00:00-71,71,469,9,2023-07-05 21:00:00
936,936,2023-02-13T18:00:00-71,71,408,0,2023-02-13 18:00:00
939,939,2023-10-07T00:00:00-61,61,313,1,2023-10-07 00:00:00
941,941,2023-02-14T18:00:00-51,51,87,8,2023-02-14 18:00:00
945,945,2023-02-06T22:00:00-61,61,313,34,2023-02-06 22:00:00
949,949,2023-02-10T19:00:00-61,61,313,5,2023-02-10 19:00:00
954,954,2023-09-16T02:00:00-51,51,83,0,2023-09-16 02:00:00
955,955,2023-02-04T19:00:00-51,51,87,11,2023-02-04 19:00:00
960,960,2023-03-07T19:00:00-71,71,469,1,2023-03-07 19:00:00
962,962,2023-04-09T07:00:00-51,51,87,0,2023-04-09 07:00:00
963,963,2023-04-20T10:00:00-71,71,469,364,2023-04-20 10:00:00
964,964,2023-05-10T18:00:00-71,71,469,23,2023-05-10 18:00:00
986,986,2023-08-05T02:00:00-61,61,313,5,2023-08-05 02:00:00
991,991,2023-04-15T01:00:00-61,61,313,15,2023-04-15 01:00:00
992,992,2023-07-09T14:00:00-71,71,469,21,2023-07-09 14:00:00
1000,1000,2023-04-05T12:00:00-71,71,469,181,2023-04-05 12:00:00
1004,1004,2023-06-08T08:00:00-51,51,83,0,2023-06-08 08:00:00
1007,1007,2023-09-16T14:00:00-71,71,469,34,2023-09-16 14:00:00
1013,1013,2023-04-11T17:00:00-61,61,313,27,2023-04-11 17:00:00
1024,1024,2023-04-15T07:00:00-61,61,313,78,2023-04-15 07:00:00
1025,1025,2023-09-08T18:00:00-71,71,469,16,2023-09-08 18:00:00
1032,1032,2023-08-06T15:00:00-51,51,83,3,2023-08-06 15:00:00
1045,1045,2023-06-30T12:00:00-71,71,469,61,2023-06-30 12:00:00
1052,1052,2023-07-02T01:00:00-61,61,313,2,2023-07-02 01:00:00
1055,1055,2023-08-29T19:00:00-51,51,83,1,2023-08-29 19:00:00
1057,1057,2023-05-15T12:00:00-61,61,313,204,2023-05-15 12:00:00
1059,1059,2023-03-13T03:00:00-61,61,313,11,2023-03-13 03:00:00
1060,1060,2023-08-14T23:00:00-51,51,83,0,2023-08-14 23:00:00
1066,1066,2023-05-21T04:00:00-61,61,313,1,2023-05-21 04:00:00
1069,1069,2023-09-06T11:00:00-61,61,313,43,2023-09-06 11:00:00
1075,1075,2023-09-10T00:00:00-71,71,469,18,2023-09-10 00:00:00
1076,1076,2023-06-01T11:00:00-51,51,83,48,2023-06-01 11:00:00
1085,1085,2023-04-15T07:00:00-71,71,469,15,2023-04-15 07:00:00
1099,1099,2023-02-02T09:00:00-71,71,408,248,2023-02-02 09:00:00
1111,1111,2023-09-10T14:00:00-61,61,313,14,2023-09-10 14:00:00
1121,1121,2023-03-20T06:00:00-71,71,469,78,2023-03-20 06:00:00
1125,1125,2023-03-16T06:00:00-61,61,313,34,2023-03-16 06:00:00
1129,1129,2023-02-12T17:00:00-61,61,313,4,2023-02-12 17:00:00
1137,1137,2023-05-26T23:00:00-61,61,313,9,2023-05-26 23:00:00
1155,1155,2023-05-19T07:00:00-71,71,469,55,2023-05-19 07:00:00
1162,1162,2023-03-06T07:00:00-51,51,87,18,2023-03-06 07:00:00
1173,1173,2023-09-17T01:00:00-51,51,83,1,2023-09-17 01:00:00
1174,1174,2023-10-01T23:00:00-61,61,313,1,2023-10-01 23:00:00
1177,1177,2023-06-23T15:00:00-61,61,313,67,2023-06-23 15:00:00
1179,1179,2023-06-27T21:00:00-51,51,83,0,2023-06-27 21:00:00
1182,1182,2023-08-19T06:00:00-61,61,313,59,2023-08-19 06:00:00
1185,1185,2023-06-23T08:00:00-51,51,83,67,2023-06-23 08:00:00
1188,1188,2023-09-30T03:00:00-61,61,313,2,2023-09-30 03:00:00
1192,1192,2023-02-06T06:00:00-51,51,87,6,2023-02-06 06:00:00
1194,1194,2023-06-05T21:00:00-71,71,469,29,2023-06-05 21:00:00
1195,1195,2023-06-11T13:00:00-51,51,83,1,2023-06-11 13:00:00
1204,1204,2023-04-23T23:00:00-71,71,469,9,2023-04-23 23:00:00
1214,1214,2023-02-12T13:00:00-71,71,408,4,2023-02-12 13:00:00
1217,1217,2023-06-23T00:00:00-61,61,313,10,2023-06-23 00:00:00
1218,1218,2023-07-22T19:00:00-51,51,83,1,2023-07-22 19:00:00
1222,1222,2023-02-27T08:00:00-51,51,87,61,2023-02-27 08:00:00
1229,1229,2023-09-01T05:00:00-61,61,313,15,2023-09-01 05:00:00
1234,1234,2023-05-31T14:00:00-71,71,469,89,2023-05-31 14:00:00
1242,1242,2023-05-08T12:00:00-51,51,87,83,2023-05-08 12:00:00
1247,1247,2023-07-07T00:00:00-61,61,313,35,2023-07-07 00:00:00
1250,1250,2023-06-25T14:00:00-61,61,313,9,2023-06-25 14:00:00
1260,1260,2023-06-15T20:00:00-71,71,469,47,2023-06-15 20:00:00
1261,1261,2023-07-05T13:00:00-61,61,313,147,2023-07-05 13:00:00
1264,1264,2023-03-02T22:00:00-71,71,469,7,2023-03-02 22:00:00
1283,1283,2023-05-30T16:00:00-51,51,83,84,2023-05-30 16:00:00
1288,1288,2023-07-07T18:00:00-61,61,313,42,2023-07-07 18:00:00
1293,1293,2023-07-29T06:00:00-61,61,313,13,2023-07-29 06:00:00
1294,1294,2023-05-18T21:00:00-71,71,469,8,2023-05-18 21:00:00
1307,1307,2023-03-17T02:00:00-71,71,469,25,2023-03-17 02:00:00
1308,1308,2023-06-10T13:00:00-61,61,313,11,2023-06-10 13:00:00
1317,1317,2023-06-25T04:00:00-71,71,469,22,2023-06-25 04:00:00
1318,1318,2023-06-16T15:00:00-61,61,313,9,2023-06-16 15:00:00
1329,1329,2023-02-28T13:00:00-51,51,87,60,2023-02-28 13:00:00
1334,1334,2023-05-28T17:00:00-61,61,313,13,2023-05-28 17:00:00
1336,1336,2023-06-02T06:00:00-51,51,83,32,2023-06-02 06:00:00
1348,1348,2023-03-22T10:00:00-71,71,469,253,2023-03-22 10:00:00
1350,1350,2023-06-30T06:00:00-71,71,469,121,2023-06-30 06:00:00
1353,1353,2023-09-28T09:00:00-71,71,469,276,2023-09-28 09:00:00
1380,1380,2023-09-26T12:00:00-61,61,313,124,2023-09-26 12:00:00
1381,1381,2023-05-07T05:00:00-61,61,313,0,2023-05-07 05:00:00
1386,1386,2023-09-03T04:00:00-51,51,83,1,2023-09-03 04:00:00
1391,1391,2023-09-24T00:00:00-61,61,313,0,2023-09-24 00:00:00
1392,1392,2023-02-11T00:00:00-61,61,313,0,2023-02-11 00:00:00
1398,1398,2023-05-25T03:00:00-61,61,313,6,2023-05-25 03:00:00
1406,1406,2023-08-05T09:00:00-61,61,313,11,2023-08-05 09:00:00
1417,1417,2023-04-05T01:00:00-61,61,313,11,2023-04-05 01:00:00
1418,1418,2023-05-28T02:00:00-61,61,313,10,2023-05-28 02:00:00
1421,1421,2023-06-25T12:00:00-51,51,83,3,2023-06-25 12:00:00
1429,1429,2023-07-21T02:00:00-51,51,83,0,2023-07-21 02:00:00
1430,1430,2023-02-07T20:00:00-71,71,408,0,2023-02-07 20:00:00
1431,1431,2023-06-24T06:00:00-51,51,83,2,2023-06-24 06:00:00
1432,1432,2023-09-02T20:00:00-51,51,83,4,2023-09-02 20:00:00
1433,1433,2023-09-18T15:00:00-51,51,83,9,2023-09-18 15:00:00
1434,1434,2023-04-09T08:00:00-61,61,313,6,2023-04-09 08:00:00
1437,1437,2023-09-23T02:00:00-71,71,469,22,2023-09-23 02:00:00
1442,1442,2023-04-04T07:00:00-71,71,469,226,2023-04-04 07:00:00
1454,1454,2023-05-09T22:00:00-51,51,87,3,2023-05-09 22:00:00
1457,1457,2023-05-26T19:00:00-51,51,87,6,2023-05-26 19:00:00
1458,1458,2023-07-08T07:00:00-71,71,469,92,2023-07-08 07:00:00
1462,1462,2023-03-22T20:00:00-61,61,313,0,2023-03-22 20:00:00
1468,1468,2023-09-03T02:00:00-71,71,469,6,2023-09-03 02:00:00
1473,1473,2023-09-29T05:00:00-71,71,469,69,2023-09-29 05:00:00
1477,1477,2023-08-05T17:00:00-51,51,83,6,2023-08-05 17:00:00
1480,1480,2023-07-25T17:00:00-71,71,469,24,2023-07-25 17:00:00
1484,1484,2023-09-09T11:00:00-71,71,469,52,2023-09-09 11:00:00
1489,1489,2023-06-07T08:00:00-51,51,83,72,2023-06-07 08:00:00
1492,1492,2023-09-01T07:00:00-71,71,469,103,2023-09-01 07:00:00
1496,1496,2023-04-18T18:00:00-61,61,313,11,2023-04-18 18:00:00
1508,1508,2023-06-12T15:00:00-51,51,83,31,2023-06-12 15:00:00
1509,1509,2023-08-10T18:00:00-61,61,313,15,2023-08-10 18:00:00
1513,1513,2023-04-12T07:00:00-71,71,469,279,2023-04-12 07:00:00
1526,1526,2023-02-06T08:00:00-71,71,408,313,2023-02-06 08:00:00
1531,1531,2023-03-03T02:00:00-51,51,87,1,2023-03-03 02:00:00
1533,1533,2023-09-12T10:00:00-61,61,313,74,2023-09-12 10:00:00
1539,1539,2023-08-01T12:00:00-61,61,313,58,2023-08-01 12:00:00
1546,1546,2023-10-02T00:00:00-51,51,83,5,2023-10-02 00:00:00
1552,1552,2023-10-01T05:00:00-71,71,469,13,2023-10-01 05:00:00
1553,1553,2023-08-09T04:00:00-71,71,469,93,2023-08-09 04:00:00
1565,1565,2023-09-18T20:00:00-61,61,313,26,2023-09-18 20:00:00
1583,1583,2023-07-14T06:00:00-71,71,469,133,2023-07-14 06:00:00
1585,1585,2023-02-05T03:00:00-61,61,313,7,2023-02-05 03:00:00
1586,1586,2023-06-26T10:00:00-71,71,469,198,2023-06-26 10:00:00
1598,1598,2023-08-31T02:00:00-51,51,83,0,2023-08-31 02:00:00
1614,1614,2023-04-24T03:00:00-51,51,87,1,2023-04-24 03:00:00
1619,1619,2023-08-30T07:00:00-71,71,469,154,2023-08-30 07:00:00
1620,1620,2023-10-06T02:00:00-71,71,469,8,2023-10-06 02:00:00
1647,1647,2023-07-18T11:00:00-51,51,83,71,2023-07-18 11:00:00
1648,1648,2023-10-06T21:00:00-61,61,313,1,2023-10-06 21:00:00
1649,1649,2023-05-15T14:00:00-61,61,313,178,2023-05-15 14:00:00
1655,1655,2023-06-09T14:00:00-51,51,83,18,2023-06-09 14:00:00
1665,1665,2023-02-10T12:00:00-71,71,408,105,2023-02-10 12:00:00
1668,1668,2023-07-16T04:00:00-51,51,83,0,2023-07-16 04:00:00
1669,1669,2023-07-25T00:00:00-71,71,469,13,2023-07-25 00:00:00
1673,1673,2023-04-06T09:00:00-71,71,469,127,2023-04-06 09:00:00
1680,1680,2023-06-11T16:00:00-61,61,313,5,2023-06-11 16:00:00
1687,1687,2023-07-13T20:00:00-71,71,469,17,2023-07-13 20:00:00
1701,1701,2023-02-07T10:00:00-51,51,87,75,2023-02-07 10:00:00
1724,1724,2023-05-17T01:00:00-51,51,87,0,2023-05-17 01:00:00
1758,1758,2023-04-03T13:00:00-61,61,313,179,2023-04-03 13:00:00
1769,1769,2023-05-30T10:00:00-61,61,313,46,2023-05-30 10:00:00
1777,1777,2023-10-04T08:00:00-71,71,469,364,2023-10-04 08:00:00
1778,1778,2023-06-20T15:00:00-71,71,469,64,2023-06-20 15:00:00
1779,1779,2023-07-11T09:00:00-61,61,313,167,2023-07-11 09:00:00
1786,1786,2023-03-22T20:00:00-51,51,87,0,2023-03-22 20:00:00
1787,1787,2023-08-23T00:00:00-51,51,83,1,2023-08-23 00:00:00
1789,1789,2023-05-17T18:00:00-71,71,469,22,2023-05-17 18:00:00
1800,1800,2023-04-28T03:00:00-61,61,313,0,2023-04-28 03:00:00
1817,1817,2023-04-23T20:00:00-71,71,469,9,2023-04-23 20:00:00
1823,1823,2023-08-04T22:00:00-61,61,313,5,2023-08-04 22:00:00
1836,1836,2023-08-24T04:00:00-61,61,313,20,2023-08-24 04:00:00
1846,1846,2023-08-09T01:00:00-61,61,313,19,2023-08-09 01:00:00
1853,1853,2023-07-06T14:00:00-61,61,313,152,2023-07-06 14:00:00
1878,1878,2023-08-22T09:00:00-71,71,469,172,2023-08-22 09:00:00
1882,1882,2023-09-10T21:00:00-51,51,83,4,2023-09-10 21:00:00
1889,1889,2023-10-05T09:00:00-51,51,83,80,2023-10-05 09:00:00
1895,1895,2023-03-21T22:00:00-61,61,313,19,2023-03-21 22:00:00
1903,1903,2023-06-17T21:00:00-61,61,313,0,2023-06-17 21:00:00
1907,1907,2023-03-20T05:00:00-71,71,469,20,2023-03-20 05:00:00
1911,1911,2023-06-07T00:00:00-61,61,313,1,2023-06-07 00:00:00
1919,1919,2023-06-10T23:00:00-51,51,83,0,2023-06-10 23:00:00
1923,1923,2023-06-23T06:00:00-61,61,313,62,2023-06-23 06:00:00
1926,1926,2023-09-11T04:00:00-71,71,469,25,2023-09-11 04:00:00
1931,1931,2023-08-15T10:00:00-61,61,313,42,2023-08-15 10:00:00
1932,1932,2023-04-25T18:00:00-71,71,469,49,2023-04-25 18:00:00
1936,1936,2023-04-05T06:00:00-61,61,313,50,2023-04-05 06:00:00
1946,1946,2023-06-17T08:00:00-51,51,83,22,2023-06-17 08:00:00
1947,1947,2023-08-24T21:00:00-71,71,469,11,2023-08-24 21:00:00
1949,1949,2023-04-16T01:00:00-71,71,469,2,2023-04-16 01:00:00
1957,1957,2023-09-01T22:00:00-71,71,469,8,2023-09-01 22:00:00
1965,1965,2023-04-17T17:00:00-51,51,87,8,2023-04-17 17:00:00
1967,1967,2023-09-07T08:00:00-71,71,469,173,2023-09-07 08:00:00
1970,1970,2023-09-04T16:00:00-61,61,313,33,2023-09-04 16:00:00
1973,1973,2023-03-02T04:00:00-61,61,313,32,2023-03-02 04:00:00
1978,1978,2023-06-22T09:00:00-71,71,469,239,2023-06-22 09:00:00
1982,1982,2023-06-09T21:00:00-71,71,469,0,2023-06-09 21:00:00
1986,1986,2023-05-13T00:00:00-71,71,469,28,2023-05-13 00:00:00
1988,1988,2023-02-11T07:00:00-61,61,313,35,2023-02-11 07:00:00
1994,1994,2023-02-14T15:00:00-71,71,408,128,2023-02-14 15:00:00
2007,2007,2023-05-26T12:00:00-51,51,87,69,2023-05-26 12:00:00
2014,2014,2023-07-24T05:00:00-71,71,469,73,2023-07-24 05:00:00
2015,2015,2023-02-22T17:00:00-51,51,87,5,2023-02-22 17:00:00
2024,2024,2023-02-01T02:00:00-51,51,87,0,2023-02-01 02:00:00
2034,2034,2023-03-01T11:00:00-51,51,87,69,2023-03-01 11:00:00
2041,2041,2023-08-28T09:00:00-51,51,83,37,2023-08-28 09:00:00
2043,2043,2023-08-17T10:00:00-51,51,83,36,2023-08-17 10:00:00
