index,Unnamed: 0,id,carpark_id,max_carpark_full,current_carpark_full_total,calculated
9321,9321,2023-03-02T16:00:00-51,51,87,9,2023-03-02 16:00:00
9325,9325,2023-09-29T07:00:00-71,71,469,250,2023-09-29 07:00:00
9340,9340,2023-05-01T18:00:00-71,71,469,17,2023-05-01 18:00:00
9341,9341,2023-10-09T08:00:00-51,51,83,86,2023-10-09 08:00:00
9342,9342,2023-05-01T09:00:00-51,51,87,2,2023-05-01 09:00:00
9347,9347,2023-05-05T22:00:00-51,51,87,1,2023-05-05 22:00:00
9356,9356,2023-10-09T03:00:00-61,61,313,2,2023-10-09 03:00:00
9358,9358,2023-02-15T15:00:00-51,51,87,46,2023-02-15 15:00:00
9372,9372,2023-03-05T16:00:00-61,61,313,15,2023-03-05 16:00:00
9376,9376,2023-07-14T08:00:00-51,51,83,72,2023-07-14 08:00:00
9377,9377,2023-07-23T16:00:00-61,61,313,27,2023-07-23 16:00:00
9381,9381,2023-08-24T14:00:00-61,61,313,23,2023-08-24 14:00:00
9385,9385,2023-04-08T19:00:00-51,51,87,2,2023-04-08 19:00:00
9386,9386,2023-09-24T14:00:00-51,51,83,0,2023-09-24 14:00:00
9391,9391,2023-07-21T08:00:00-61,61,313,170,2023-07-21 08:00:00
9394,9394,2023-10-09T15:00:00-61,61,313,66,2023-10-09 15:00:00
9400,9400,2023-05-18T19:00:00-71,71,469,9,2023-05-18 19:00:00
9405,9405,2023-05-31T20:00:00-71,71,469,13,2023-05-31 20:00:00
9409,9409,2023-09-02T16:00:00-61,61,313,14,2023-09-02 16:00:00
9414,9414,2023-06-15T22:00:00-51,51,83,5,2023-06-15 22:00:00
9415,9415,2023-02-07T19:00:00-71,71,408,0,2023-02-07 19:00:00
9416,9416,2023-03-04T06:00:00-51,51,87,2,2023-03-04 06:00:00
9437,9437,2023-04-07T19:00:00-61,61,313,0,2023-04-07 19:00:00
9438,9438,2023-05-10T13:00:00-71,71,469,217,2023-05-10 13:00:00
9439,9439,2023-10-04T21:00:00-71,71,469,14,2023-10-04 21:00:00
9443,9443,2023-06-04T08:00:00-71,71,469,97,2023-06-04 08:00:00
9447,9447,2023-06-13T07:00:00-51,51,83,56,2023-06-13 07:00:00
9448,9448,2023-06-16T17:00:00-71,71,469,58,2023-06-16 17:00:00
9449,9449,2023-06-23T09:00:00-61,61,313,172,2023-06-23 09:00:00
9451,9451,2023-08-09T09:00:00-71,71,469,137,2023-08-09 09:00:00
9461,9461,2023-04-03T00:00:00-51,51,87,2,2023-04-03 00:00:00
9462,9462,2023-08-23T01:00:00-51,51,83,1,2023-08-23 01:00:00
9498,9498,2023-02-13T01:00:00-61,61,313,5,2023-02-13 01:00:00
9501,9501,2023-06-28T20:00:00-71,71,469,31,2023-06-28 20:00:00
9507,9507,2023-09-06T22:00:00-51,51,83,6,2023-09-06 22:00:00
9508,9508,2023-04-28T14:00:00-61,61,313,83,2023-04-28 14:00:00
9514,9514,2023-03-14T06:00:00-61,61,313,21,2023-03-14 06:00:00
9524,9524,2023-04-05T08:00:00-61,61,313,208,2023-04-05 08:00:00
9532,9532,2023-02-24T21:00:00-51,51,87,8,2023-02-24 21:00:00
9538,9538,2023-07-21T18:00:00-71,71,469,47,2023-07-21 18:00:00
9540,9540,2023-06-15T10:00:00-71,71,469,268,2023-06-15 10:00:00
9551,9551,2023-04-30T20:00:00-51,51,87,3,2023-04-30 20:00:00
9556,9556,2023-07-08T22:00:00-71,71,469,19,2023-07-08 22:00:00
9560,9560,2023-05-29T16:00:00-61,61,313,8,2023-05-29 16:00:00
9569,9569,2023-02-14T01:00:00-71,71,408,0,2023-02-14 01:00:00
9571,9571,2023-06-11T08:00:00-61,61,313,2,2023-06-11 08:00:00
9573,9573,2023-05-20T12:00:00-71,71,469,49,2023-05-20 12:00:00
9583,9583,2023-02-04T15:00:00-71,71,408,97,2023-02-04 15:00:00
9585,9585,2023-06-25T05:00:00-71,71,469,22,2023-06-25 05:00:00
9586,9586,2023-10-03T13:00:00-61,61,313,5,2023-10-03 13:00:00
9590,9590,2023-08-16T04:00:00-71,71,469,8,2023-08-16 04:00:00
9591,9591,2023-08-31T06:00:00-51,51,83,13,2023-08-31 06:00:00
9597,9597,2023-04-06T05:00:00-71,71,469,53,2023-04-06 05:00:00
9598,9598,2023-03-02T15:00:00-61,61,313,85,2023-03-02 15:00:00
9605,9605,2023-07-06T02:00:00-51,51,83,0,2023-07-06 02:00:00
9616,9616,2023-06-09T11:00:00-51,51,83,22,2023-06-09 11:00:00
9628,9628,2023-02-08T14:00:00-61,61,313,126,2023-02-08 14:00:00
9630,9630,2023-06-17T11:00:00-71,71,469,119,2023-06-17 11:00:00
9643,9643,2023-05-16T14:00:00-51,51,87,49,2023-05-16 14:00:00
9654,9654,2023-09-29T02:00:00-71,71,469,1,2023-09-29 02:00:00
9657,9657,2023-03-14T12:00:00-51,51,87,71,2023-03-14 12:00:00
9658,9658,2023-04-03T11:00:00-61,61,313,173,2023-04-03 11:00:00
9663,9663,2023-06-29T09:00:00-61,61,313,221,2023-06-29 09:00:00
9666,9666,2023-06-01T21:00:00-51,51,83,0,2023-06-01 21:00:00
9670,9670,2023-04-17T05:00:00-51,51,87,5,2023-04-17 05:00:00
9676,9676,2023-06-05T11:00:00-51,51,83,66,2023-06-05 11:00:00
9677,9677,2023-07-03T14:00:00-61,61,313,134,2023-07-03 14:00:00
9678,9678,2023-08-04T22:00:00-71,71,469,12,2023-08-04 22:00:00
9683,9683,2023-08-06T01:00:00-71,71,469,12,2023-08-06 01:00:00
9685,9685,2023-03-20T07:00:00-71,71,469,199,2023-03-20 07:00:00
9689,9689,2023-04-17T08:00:00-61,61,313,151,2023-04-17 08:00:00
9691,9691,2023-05-27T12:00:00-71,71,469,19,2023-05-27 12:00:00
9698,9698,2023-05-02T13:00:00-61,61,313,142,2023-05-02 13:00:00
9699,9699,2023-09-17T13:00:00-51,51,83,3,2023-09-17 13:00:00
9701,9701,2023-09-20T06:00:00-61,61,313,50,2023-09-20 06:00:00
9706,9706,2023-04-22T08:00:00-51,51,87,41,2023-04-22 08:00:00
9727,9727,2023-06-29T05:00:00-71,71,469,59,2023-06-29 05:00:00
9730,9730,2023-08-20T04:00:00-51,51,83,0,2023-08-20 04:00:00
9733,9733,2023-07-10T14:00:00-51,51,83,28,2023-07-10 14:00:00
9734,9734,2023-07-31T07:00:00-61,61,313,97,2023-07-31 07:00:00
9735,9735,2023-09-11T01:00:00-51,51,83,3,2023-09-11 01:00:00
9742,9742,2023-04-16T07:00:00-71,71,469,1,2023-04-16 07:00:00
9747,9747,2023-08-03T03:00:00-61,61,313,16,2023-08-03 03:00:00
9748,9748,2023-08-04T06:00:00-51,51,83,36,2023-08-04 06:00:00
9749,9749,2023-03-31T22:00:00-71,71,469,15,2023-03-31 22:00:00
9750,9750,2023-06-26T19:00:00-71,71,469,21,2023-06-26 19:00:00
9754,9754,2023-09-07T16:00:00-51,51,83,11,2023-09-07 16:00:00
9764,9764,2023-06-17T15:00:00-51,51,83,4,2023-06-17 15:00:00
9775,9775,2023-07-30T15:00:00-61,61,313,3,2023-07-30 15:00:00
9780,9780,2023-07-16T13:00:00-71,71,469,11,2023-07-16 13:00:00
9783,9783,2023-06-05T12:00:00-61,61,313,135,2023-06-05 12:00:00
9786,9786,2023-06-15T21:00:00-71,71,469,45,2023-06-15 21:00:00
9804,9804,2023-04-24T05:00:00-61,61,313,7,2023-04-24 05:00:00
9806,9806,2023-04-25T07:00:00-51,51,87,86,2023-04-25 07:00:00
9807,9807,2023-08-20T11:00:00-61,61,313,54,2023-08-20 11:00:00
9810,9810,2023-06-26T07:00:00-51,51,83,56,2023-06-26 07:00:00
9812,9812,2023-09-24T23:00:00-61,61,313,3,2023-09-24 23:00:00
9819,9819,2023-06-21T15:00:00-61,61,313,66,2023-06-21 15:00:00
9822,9822,2023-06-13T23:00:00-71,71,469,119,2023-06-13 23:00:00
9825,9825,2023-03-03T18:00:00-61,61,313,22,2023-03-03 18:00:00
9826,9826,2023-08-19T21:00:00-51,51,83,1,2023-08-19 21:00:00
9832,9832,2023-06-09T11:00:00-71,71,469,37,2023-06-09 11:00:00
9835,9835,2023-10-01T06:00:00-71,71,469,13,2023-10-01 06:00:00
9840,9840,2023-05-30T09:00:00-71,71,469,140,2023-05-30 09:00:00
9850,9850,2023-02-08T21:00:00-51,51,87,1,2023-02-08 21:00:00
9851,9851,2023-10-02T22:00:00-51,51,83,0,2023-10-02 22:00:00
9854,9854,2023-04-02T14:00:00-61,61,313,2,2023-04-02 14:00:00
9857,9857,2023-10-03T02:00:00-71,71,469,11,2023-10-03 02:00:00
9874,9874,2023-10-10T01:00:00-51,51,83,6,2023-10-10 01:00:00
9875,9875,2023-03-18T18:00:00-61,61,313,17,2023-03-18 18:00:00
9879,9879,2023-04-10T05:00:00-61,61,313,4,2023-04-10 05:00:00
9885,9885,2023-03-08T01:00:00-71,71,469,0,2023-03-08 01:00:00
9886,9886,2023-03-16T16:00:00-51,51,87,30,2023-03-16 16:00:00
9889,9889,2023-08-23T10:00:00-71,71,469,121,2023-08-23 10:00:00
9898,9898,2023-07-04T17:00:00-71,71,469,36,2023-07-04 17:00:00
9900,9900,2023-07-21T06:00:00-71,71,469,155,2023-07-21 06:00:00
9901,9901,2023-08-07T15:00:00-51,51,83,17,2023-08-07 15:00:00
9903,9903,2023-06-03T02:00:00-71,71,469,91,2023-06-03 02:00:00
9907,9907,2023-05-20T02:00:00-61,61,313,2,2023-05-20 02:00:00
9913,9913,2023-09-19T21:00:00-51,51,83,0,2023-09-19 21:00:00
9921,9921,2023-05-07T09:00:00-51,51,87,0,2023-05-07 09:00:00
9924,9924,2023-03-12T19:00:00-51,51,87,2,2023-03-12 19:00:00
9930,9930,2023-05-10T02:00:00-71,71,469,10,2023-05-10 02:00:00
9944,9944,2023-05-30T00:00:00-51,51,87,0,2023-05-30 00:00:00
9949,9949,2023-06-24T11:00:00-71,71,469,76,2023-06-24 11:00:00
9952,9952,2023-03-14T11:00:00-71,71,469,353,2023-03-14 11:00:00
9955,9955,2023-05-03T15:00:00-61,61,313,36,2023-05-03 15:00:00
9966,9966,2023-06-26T16:00:00-71,71,469,55,2023-06-26 16:00:00
9970,9970,2023-05-20T10:00:00-61,61,313,30,2023-05-20 10:00:00
9971,9971,2023-04-19T13:00:00-71,71,469,297,2023-04-19 13:00:00
9979,9979,2023-07-07T12:00:00-61,61,313,199,2023-07-07 12:00:00
9980,9980,2023-05-04T01:00:00-61,61,313,0,2023-05-04 01:00:00
9987,9987,2023-04-15T13:00:00-71,71,469,30,2023-04-15 13:00:00
9990,9990,2023-09-03T18:00:00-51,51,83,2,2023-09-03 18:00:00
9994,9994,2023-08-23T11:00:00-71,71,469,116,2023-08-23 11:00:00
9998,9998,2023-08-27T10:00:00-51,51,83,0,2023-08-27 10:00:00
10003,10003,2023-06-23T14:00:00-51,51,83,31,2023-06-23 14:00:00
10004,10004,2023-06-29T15:00:00-51,51,83,28,2023-06-29 15:00:00
10008,10008,2023-10-08T18:00:00-51,51,83,15,2023-10-08 18:00:00
10014,10014,2023-08-16T11:00:00-51,51,83,33,2023-08-16 11:00:00
10016,10016,2023-05-31T18:00:00-71,71,469,24,2023-05-31 18:00:00
10019,10019,2023-04-29T13:00:00-71,71,469,142,2023-04-29 13:00:00
10020,10020,2023-04-18T03:00:00-71,71,469,12,2023-04-18 03:00:00
10024,10024,2023-04-19T08:00:00-71,71,469,401,2023-04-19 08:00:00
10034,10034,2023-08-14T19:00:00-71,71,469,116,2023-08-14 19:00:00
10036,10036,2023-10-07T19:00:00-71,71,469,13,2023-10-07 19:00:00
10038,10038,2023-07-10T23:00:00-61,61,313,13,2023-07-10 23:00:00
10048,10048,2023-03-09T15:00:00-61,61,313,85,2023-03-09 15:00:00
10053,10053,2023-07-03T16:00:00-51,51,83,9,2023-07-03 16:00:00
10056,10056,2023-04-17T16:00:00-61,61,313,70,2023-04-17 16:00:00
10058,10058,2023-06-28T11:00:00-51,51,83,55,2023-06-28 11:00:00
10074,10074,2023-04-06T08:00:00-71,71,469,130,2023-04-06 08:00:00
10076,10076,2023-07-02T14:00:00-71,71,469,10,2023-07-02 14:00:00
10078,10078,2023-06-11T18:00:00-71,71,469,1,2023-06-11 18:00:00
10080,10080,2023-02-12T22:00:00-71,71,408,1,2023-02-12 22:00:00
10090,10090,2023-09-15T09:00:00-71,71,469,147,2023-09-15 09:00:00
10092,10092,2023-05-17T21:00:00-51,51,87,0,2023-05-17 21:00:00
10094,10094,2023-03-31T02:00:00-61,61,313,24,2023-03-31 02:00:00
10095,10095,2023-03-05T13:00:00-51,51,87,2,2023-03-05 13:00:00
10100,10100,2023-07-02T19:00:00-61,61,313,12,2023-07-02 19:00:00
10103,10103,2023-04-21T19:00:00-61,61,313,16,2023-04-21 19:00:00
10107,10107,2023-06-19T05:00:00-71,71,469,47,2023-06-19 05:00:00
10114,10114,2023-09-10T03:00:00-61,61,313,4,2023-09-10 03:00:00
10116,10116,2023-03-06T15:00:00-71,71,469,109,2023-03-06 15:00:00
10133,10133,2023-07-08T01:00:00-71,71,469,19,2023-07-08 01:00:00
10134,10134,2023-02-27T14:00:00-71,71,469,194,2023-02-27 14:00:00
10137,10137,2023-07-16T22:00:00-51,51,83,2,2023-07-16 22:00:00
10138,10138,2023-05-15T08:00:00-61,61,313,158,2023-05-15 08:00:00
10146,10146,2023-09-16T23:00:00-51,51,83,1,2023-09-16 23:00:00
10152,10152,2023-03-06T12:00:00-51,51,87,54,2023-03-06 12:00:00
10157,10157,2023-09-13T16:00:00-51,51,83,15,2023-09-13 16:00:00
10167,10167,2023-08-30T23:00:00-51,51,83,0,2023-08-30 23:00:00
10178,10178,2023-02-28T14:00:00-51,51,87,56,2023-02-28 14:00:00
10188,10188,2023-05-15T14:00:00-51,51,87,62,2023-05-15 14:00:00
10190,10190,2023-07-26T06:00:00-51,51,83,27,2023-07-26 06:00:00
10191,10191,2023-06-09T12:00:00-61,61,313,26,2023-06-09 12:00:00
10192,10192,2023-04-30T06:00:00-71,71,469,16,2023-04-30 06:00:00
10197,10197,2023-07-27T06:00:00-51,51,83,20,2023-07-27 06:00:00
10199,10199,2023-05-11T17:00:00-51,51,87,14,2023-05-11 17:00:00
10207,10207,2023-05-03T09:00:00-61,61,313,191,2023-05-03 09:00:00
10211,10211,2023-06-08T19:00:00-61,61,313,2,2023-06-08 19:00:00
10214,10214,2023-10-09T21:00:00-51,51,83,6,2023-10-09 21:00:00
10217,10217,2023-07-07T18:00:00-71,71,469,30,2023-07-07 18:00:00
10222,10222,2023-05-14T02:00:00-71,71,469,26,2023-05-14 02:00:00
10228,10228,2023-04-16T20:00:00-71,71,469,4,2023-04-16 20:00:00
10238,10238,2023-05-08T21:00:00-61,61,313,16,2023-05-08 21:00:00
10241,10241,2023-06-26T21:00:00-71,71,469,15,2023-06-26 21:00:00
10256,10256,2023-08-22T02:00:00-51,51,83,0,2023-08-22 02:00:00
10263,10263,2023-03-31T07:00:00-61,61,313,197,2023-03-31 07:00:00
10264,10264,2023-06-02T21:00:00-61,61,313,92,2023-06-02 21:00:00
10279,10279,2023-04-02T21:00:00-51,51,87,2,2023-04-02 21:00:00
10280,10280,2023-04-14T14:00:00-71,71,469,58,2023-04-14 14:00:00
10283,10283,2023-05-03T08:00:00-51,51,87,86,2023-05-03 08:00:00
10288,10288,2023-03-31T21:00:00-71,71,469,16,2023-03-31 21:00:00
10293,10293,2023-08-31T05:00:00-71,71,469,51,2023-08-31 05:00:00
10301,10301,2023-08-14T00:00:00-51,51,83,0,2023-08-14 00:00:00
10302,10302,2023-09-22T15:00:00-61,61,313,15,2023-09-22 15:00:00
10305,10305,2023-07-07T23:00:00-51,51,83,0,2023-07-07 23:00:00
10309,10309,2023-07-30T13:00:00-51,51,83,3,2023-07-30 13:00:00
10317,10317,2023-05-11T09:00:00-71,71,469,336,2023-05-11 09:00:00
10320,10320,2023-10-08T12:00:00-51,51,83,4,2023-10-08 12:00:00
10322,10322,2023-04-19T05:00:00-61,61,313,9,2023-04-19 05:00:00
10326,10326,2023-03-06T00:00:00-71,71,469,11,2023-03-06 00:00:00
10338,10338,2023-07-04T06:00:00-61,61,313,97,2023-07-04 06:00:00
10341,10341,2023-05-06T10:00:00-71,71,469,79,2023-05-06 10:00:00
10344,10344,2023-02-05T12:00:00-71,71,408,84,2023-02-05 12:00:00
10356,10356,2023-04-18T23:00:00-71,71,469,12,2023-04-18 23:00:00
10357,10357,2023-02-23T23:00:00-51,51,87,1,2023-02-23 23:00:00
10358,10358,2023-08-24T06:00:00-51,51,83,11,2023-08-24 06:00:00
10359,10359,2023-10-04T15:00:00-71,71,469,106,2023-10-04 15:00:00
10360,10360,2023-03-13T00:00:00-51,51,87,3,2023-03-13 00:00:00
10363,10363,2023-08-11T18:00:00-71,71,469,6,2023-08-11 18:00:00
10366,10366,2023-06-18T15:00:00-71,71,469,2,2023-06-18 15:00:00
10389,10389,2023-03-07T04:00:00-61,61,313,19,2023-03-07 04:00:00
10396,10396,2023-08-20T17:00:00-71,71,469,1,2023-08-20 17:00:00
10410,10410,2023-05-06T17:00:00-51,51,87,5,2023-05-06 17:00:00
10413,10413,2023-05-28T11:00:00-51,51,87,0,2023-05-28 11:00:00
10418,10418,2023-07-05T20:00:00-71,71,469,12,2023-07-05 20:00:00
10427,10427,2023-09-12T11:00:00-61,61,313,84,2023-09-12 11:00:00
10429,10429,2023-02-10T02:00:00-71,71,408,0,2023-02-10 02:00:00
10431,10431,2023-09-23T17:00:00-51,51,83,0,2023-09-23 17:00:00
10434,10434,2023-10-03T13:00:00-51,51,83,1,2023-10-03 13:00:00
10443,10443,2023-02-06T00:00:00-61,61,313,10,2023-02-06 00:00:00
10452,10452,2023-02-05T13:00:00-51,51,87,3,2023-02-05 13:00:00
10453,10453,2023-02-16T07:00:00-51,51,87,39,2023-02-16 07:00:00
10456,10456,2023-07-04T01:00:00-51,51,83,0,2023-07-04 01:00:00
10464,10464,2023-05-22T02:00:00-51,51,87,2,2023-05-22 02:00:00
10465,10465,2023-07-22T20:00:00-61,61,313,25,2023-07-22 20:00:00
10466,10466,2023-09-19T10:00:00-71,71,469,312,2023-09-19 10:00:00
10471,10471,2023-09-10T06:00:00-71,71,469,17,2023-09-10 06:00:00
10476,10476,2023-04-29T21:00:00-71,71,469,17,2023-04-29 21:00:00
10482,10482,2023-05-20T00:00:00-61,61,313,2,2023-05-20 00:00:00
10486,10486,2023-08-19T13:00:00-51,51,83,7,2023-08-19 13:00:00
10489,10489,2023-05-03T12:00:00-71,71,469,244,2023-05-03 12:00:00
10492,10492,2023-10-08T11:00:00-61,61,313,2,2023-10-08 11:00:00
10493,10493,2023-05-18T05:00:00-61,61,313,1,2023-05-18 05:00:00
10498,10498,2023-05-14T22:00:00-61,61,313,3,2023-05-14 22:00:00
10502,10502,2023-08-04T00:00:00-71,71,469,6,2023-08-04 00:00:00
10506,10506,2023-04-09T17:00:00-61,61,313,7,2023-04-09 17:00:00
10511,10511,2023-10-03T16:00:00-61,61,313,16,2023-10-03 16:00:00
10512,10512,2023-03-21T11:00:00-61,61,313,187,2023-03-21 11:00:00
10513,10513,2023-03-12T11:00:00-71,71,469,9,2023-03-12 11:00:00
10515,10515,2023-08-15T20:00:00-71,71,469,4,2023-08-15 20:00:00
10517,10517,2023-02-24T03:00:00-61,61,313,35,2023-02-24 03:00:00
10521,10521,2023-04-23T00:00:00-71,71,469,7,2023-04-23 00:00:00
10526,10526,2023-02-06T19:00:00-61,61,313,41,2023-02-06 19:00:00
10529,10529,2023-04-27T16:00:00-71,71,469,59,2023-04-27 16:00:00
10530,10530,2023-03-14T05:00:00-51,51,87,0,2023-03-14 05:00:00
10531,10531,2023-09-05T15:00:00-51,51,83,13,2023-09-05 15:00:00
10534,10534,2023-07-16T17:00:00-51,51,83,4,2023-07-16 17:00:00
10541,10541,2023-02-28T06:00:00-61,61,313,20,2023-02-28 06:00:00
10543,10543,2023-09-22T13:00:00-61,61,313,43,2023-09-22 13:00:00
10544,10544,2023-05-02T21:00:00-71,71,469,8,2023-05-02 21:00:00
10545,10545,2023-04-04T00:00:00-61,61,313,22,2023-04-04 00:00:00
10552,10552,2023-03-20T09:00:00-71,71,469,272,2023-03-20 09:00:00
10564,10564,2023-02-12T19:00:00-51,51,87,0,2023-02-12 19:00:00
10566,10566,2023-08-04T05:00:00-51,51,83,0,2023-08-04 05:00:00
10567,10567,2023-04-23T23:00:00-51,51,87,1,2023-04-23 23:00:00
10578,10578,2023-09-17T00:00:00-71,71,469,16,2023-09-17 00:00:00
10588,10588,2023-07-25T20:00:00-51,51,83,0,2023-07-25 20:00:00
10590,10590,2023-06-11T21:00:00-71,71,469,0,2023-06-11 21:00:00
10591,10591,2023-02-28T11:00:00-71,71,469,274,2023-02-28 11:00:00
10593,10593,2023-03-17T21:00:00-51,51,87,1,2023-03-17 21:00:00
10595,10595,2023-10-06T10:00:00-61,61,313,284,2023-10-06 10:00:00
10599,10599,2023-02-06T02:00:00-51,51,87,3,2023-02-06 02:00:00
10604,10604,2023-08-24T22:00:00-71,71,469,11,2023-08-24 22:00:00
10615,10615,2023-04-26T23:00:00-61,61,313,0,2023-04-26 23:00:00
10637,10637,2023-06-19T21:00:00-71,71,469,9,2023-06-19 21:00:00
10655,10655,2023-07-03T04:00:00-61,61,313,17,2023-07-03 04:00:00
10656,10656,2023-03-18T12:00:00-61,61,313,53,2023-03-18 12:00:00
10659,10659,2023-09-05T01:00:00-71,71,469,41,2023-09-05 01:00:00
10661,10661,2023-09-25T14:00:00-71,71,469,92,2023-09-25 14:00:00
10670,10670,2023-02-13T11:00:00-51,51,87,72,2023-02-13 11:00:00
10671,10671,2023-04-10T21:00:00-51,51,87,4,2023-04-10 21:00:00
10676,10676,2023-03-15T10:00:00-71,71,469,331,2023-03-15 10:00:00
10678,10678,2023-06-17T12:00:00-71,71,469,117,2023-06-17 12:00:00
10679,10679,2023-02-28T09:00:00-61,61,313,101,2023-02-28 09:00:00
10682,10682,2023-09-19T09:00:00-61,61,313,65,2023-09-19 09:00:00
10685,10685,2023-02-09T14:00:00-51,51,87,57,2023-02-09 14:00:00
10687,10687,2023-02-01T01:00:00-61,61,313,18,2023-02-01 01:00:00
10688,10688,2023-03-04T21:00:00-51,51,87,0,2023-03-04 21:00:00
10701,10701,2023-05-24T19:00:00-61,61,313,12,2023-05-24 19:00:00
10704,10704,2023-08-31T00:00:00-51,51,83,0,2023-08-31 00:00:00
10706,10706,2023-07-25T00:00:00-61,61,313,1,2023-07-25 00:00:00
10707,10707,2023-08-17T07:00:00-71,71,469,106,2023-08-17 07:00:00
10710,10710,2023-09-13T04:00:00-51,51,83,7,2023-09-13 04:00:00
10712,10712,2023-09-01T01:00:00-61,61,313,14,2023-09-01 01:00:00
10713,10713,2023-03-13T08:00:00-51,51,87,84,2023-03-13 08:00:00
10727,10727,2023-06-17T05:00:00-61,61,313,1,2023-06-17 05:00:00
10734,10734,2023-07-09T00:00:00-71,71,469,19,2023-07-09 00:00:00
10737,10737,2023-04-21T09:00:00-71,71,469,226,2023-04-21 09:00:00
10739,10739,2023-10-01T18:00:00-51,51,83,5,2023-10-01 18:00:00
10747,10747,2023-07-17T20:00:00-61,61,313,16,2023-07-17 20:00:00
10752,10752,2023-06-08T21:00:00-51,51,83,1,2023-06-08 21:00:00
10762,10762,2023-08-27T17:00:00-71,71,469,10,2023-08-27 17:00:00
10763,10763,2023-10-01T21:00:00-51,51,83,5,2023-10-01 21:00:00
10764,10764,2023-02-08T13:00:00-61,61,313,130,2023-02-08 13:00:00
10773,10773,2023-07-19T01:00:00-71,71,469,12,2023-07-19 01:00:00
10774,10774,2023-02-14T15:00:00-51,51,87,33,2023-02-14 15:00:00
10777,10777,2023-09-24T23:00:00-51,51,83,0,2023-09-24 23:00:00
10780,10780,2023-02-10T08:00:00-51,51,87,72,2023-02-10 08:00:00
10787,10787,2023-03-05T11:00:00-71,71,469,13,2023-03-05 11:00:00
10792,10792,2023-02-16T02:00:00-51,51,87,3,2023-02-16 02:00:00
10795,10795,2023-06-01T20:00:00-51,51,83,0,2023-06-01 20:00:00
10799,10799,2023-04-10T18:00:00-61,61,313,6,2023-04-10 18:00:00
10813,10813,2023-07-08T16:00:00-71,71,469,22,2023-07-08 16:00:00
10814,10814,2023-07-09T03:00:00-51,51,83,1,2023-07-09 03:00:00
10822,10822,2023-05-06T16:00:00-71,71,469,19,2023-05-06 16:00:00
10824,10824,2023-05-29T18:00:00-71,71,469,13,2023-05-29 18:00:00
10825,10825,2023-02-27T20:00:00-51,51,87,0,2023-02-27 20:00:00
10826,10826,2023-07-15T00:00:00-61,61,313,16,2023-07-15 00:00:00
10831,10831,2023-04-14T01:00:00-71,71,469,32,2023-04-14 01:00:00
10844,10844,2023-09-16T13:00:00-51,51,83,3,2023-09-16 13:00:00
10846,10846,2023-09-02T11:00:00-61,61,313,16,2023-09-02 11:00:00
10847,10847,2023-05-22T06:00:00-71,71,469,190,2023-05-22 06:00:00
10850,10850,2023-10-06T21:00:00-51,51,83,0,2023-10-06 21:00:00
10853,10853,2023-09-10T13:00:00-51,51,83,4,2023-09-10 13:00:00
10865,10865,2023-05-01T14:00:00-71,71,469,19,2023-05-01 14:00:00
10887,10887,2023-09-27T18:00:00-61,61,313,17,2023-09-27 18:00:00
10891,10891,2023-02-25T16:00:00-51,51,87,10,2023-02-25 16:00:00
10901,10901,2023-02-12T04:00:00-71,71,408,0,2023-02-12 04:00:00
10910,10910,2023-09-29T19:00:00-61,61,313,15,2023-09-29 19:00:00
10925,10925,2023-06-12T02:00:00-51,51,83,4,2023-06-12 02:00:00
10932,10932,2023-02-02T21:00:00-71,71,408,10,2023-02-02 21:00:00
10938,10938,2023-09-05T05:00:00-71,71,469,96,2023-09-05 05:00:00
10944,10944,2023-09-23T07:00:00-51,51,83,11,2023-09-23 07:00:00
10951,10951,2023-08-17T15:00:00-71,71,469,32,2023-08-17 15:00:00
10952,10952,2023-09-05T18:00:00-71,71,469,18,2023-09-05 18:00:00
10959,10959,2023-05-04T07:00:00-51,51,87,85,2023-05-04 07:00:00
10963,10963,2023-03-09T10:00:00-61,61,313,121,2023-03-09 10:00:00
10971,10971,2023-03-20T04:00:00-61,61,313,20,2023-03-20 04:00:00
10972,10972,2023-06-07T22:00:00-61,61,313,0,2023-06-07 22:00:00
10973,10973,2023-06-21T21:00:00-51,51,83,0,2023-06-21 21:00:00
10979,10979,2023-04-01T23:00:00-51,51,87,0,2023-04-01 23:00:00
10983,10983,2023-04-28T22:00:00-71,71,469,19,2023-04-28 22:00:00
11005,11005,2023-08-29T18:00:00-71,71,469,17,2023-08-29 18:00:00
11008,11008,2023-02-08T20:00:00-51,51,87,5,2023-02-08 20:00:00
11012,11012,2023-02-18T06:00:00-51,51,87,3,2023-02-18 06:00:00
11015,11015,2023-10-05T10:00:00-71,71,469,336,2023-10-05 10:00:00
11017,11017,2023-08-07T00:00:00-71,71,469,13,2023-08-07 00:00:00
11037,11037,2023-10-03T11:00:00-61,61,313,5,2023-10-03 11:00:00
11065,11065,2023-09-10T08:00:00-71,71,469,17,2023-09-10 08:00:00
11066,11066,2023-02-15T13:00:00-51,51,87,75,2023-02-15 13:00:00
11067,11067,2023-04-14T12:00:00-51,51,87,57,2023-04-14 12:00:00
11069,11069,2023-10-04T02:00:00-71,71,469,14,2023-10-04 02:00:00
11072,11072,2023-06-26T09:00:00-51,51,83,52,2023-06-26 09:00:00
11074,11074,2023-06-21T02:00:00-71,71,469,0,2023-06-21 02:00:00
11077,11077,2023-06-07T19:00:00-71,71,469,11,2023-06-07 19:00:00
